BIRTHDATE;FIRSTNAME;ID;SEX
1993-06-07;Дарина;222;FEMALE
2019-06-25;Артемий;223;MALE
1964-05-02;Мадина;224;FEMALE
1989-01-21;Влада;225;FEMALE
2013-10-21;Борис;226;MALE
1938-06-12;Платон;227;MALE
1966-05-05;Виктор;228;MALE
1992-01-23;Мелания;229;FEMALE
2015-09-23;Милана;230;FEMALE
1941-09-14;Данила;231;MALE
1968-05-07;Арсен;232;MALE
1994-01-26;Вадим;233;MALE
2017-09-14;Алла;234;FEMALE
1943-09-16;Полина;235;FEMALE
1971-05-26;Анастасия;236;FEMALE
1996-01-28;Адель;237;MALE
2019-09-16;Наталия;238;FEMALE
1945-09-07;Эвелина;239;FEMALE
1955-02-16;Ярослав;240;MALE
1981-02-07;Ксения;241;FEMALE
2004-10-23;Елена;242;FEMALE
1930-06-14;Самир;243;MALE
1957-02-07;Игнат;244;MALE
1983-02-25;Владислав;245;MALE
2006-10-26;Эмилия;246;FEMALE
1932-06-16;Таисия;247;FEMALE
1960-06-09;Ева;248;FEMALE
1985-02-28;Мирослав;249;MALE
2008-10-28;Арина;250;FEMALE
1934-06-19;Есения;251;FEMALE
1962-06-12;Василиса;252;FEMALE
1987-02-02;Марина;253;FEMALE
2011-10-18;Родион;254;MALE
1936-06-09;Жанна;255;FEMALE
1941-02-24;Алиса;256;FEMALE
1966-02-27;Василий;257;MALE
1990-10-15;Каролина;258;FEMALE
2015-06-06;Ангелина;259;FEMALE
1943-06-27;Виолетта;260;FEMALE
1968-02-17;Юлия;261;FEMALE
1992-10-17;Виталий;262;MALE
2017-06-08;Василина;263;FEMALE
1945-06-01;Анжелика;264;FEMALE
1971-02-20;Агата;265;FEMALE
1994-10-08;Георгий;266;MALE
2020-06-11;Юрий;267;MALE
1947-06-20;Олег;268;MALE
1973-02-22;Стефания;269;FEMALE
1996-10-10;Мария;270;FEMALE
1922-06-01;Ильдар;271;MALE
1932-02-10;Альбина;272;FEMALE
1957-10-01;Ариана;273;FEMALE
1981-10-17;Николай;274;MALE
2006-06-08;Вероника;275;FEMALE
1934-02-01;Полина;276;FEMALE
1960-10-19;Вера;277;FEMALE
1983-10-20;Альберт;278;MALE
2009-06-10;Владимир;279;MALE
1936-02-03;Арсений;280;MALE
1962-02-22;Анна;281;FEMALE
1985-10-22;Дарина;282;FEMALE
2011-06-13;Артемий;283;MALE
1939-02-06;Эдуард;284;MALE
1964-02-24;Григорий;285;MALE
1987-10-13;Аделина;286;FEMALE
2013-06-03;Варвара;287;FEMALE
1958-05-20;Виктор;288;MALE
1984-01-11;Мелания;289;FEMALE
2007-01-27;Милана;290;FEMALE
1933-09-01;Данила;291;MALE
1961-05-10;Захар;292;MALE
1986-01-13;Савелий;293;MALE
2009-01-01;Александра;294;FEMALE
1935-09-20;Арина;295;FEMALE
1963-05-13;Анастасия;296;FEMALE
1988-01-03;Артур;297;MALE
2012-01-04;Наталия;298;FEMALE
1937-09-22;Эвелина;299;FEMALE
1965-05-15;Людмила;300;FEMALE
1990-05-06;Мадина;301;FEMALE
2014-01-22;Константин;302;MALE
1939-09-25;Амина;303;FEMALE
1950-06-22;Игнат;304;MALE
1975-02-13;Владислав;305;MALE
1998-10-13;Эмилия;306;FEMALE
1924-06-03;Снежана;307;FEMALE
1952-06-25;Зарина;308;FEMALE
1977-02-15;Мирослав;309;MALE
2001-10-03;Екатерина;310;FEMALE
1926-10-06;Злата;311;FEMALE
1954-06-15;Василиса;312;FEMALE
1979-02-18;Марина;313;FEMALE
2003-10-06;Роман;314;MALE
1928-10-24;Жанна;315;FEMALE
1956-05-17;Ника;316;FEMALE
1982-01-08;Яна;317;FEMALE
2005-10-08;Святослав;318;MALE
1931-09-27;Сергей;319;MALE
1976-09-04;Алиса;320;FEMALE
2001-05-22;Ирина;321;FEMALE
1925-01-22;Макар;322;MALE
1950-09-13;Майя;323;FEMALE
1978-09-06;Амир;324;MALE
2004-05-25;Лилия;325;FEMALE
1927-01-25;Виталий;326;MALE
1953-09-15;Глеб;327;MALE
1980-09-09;Руслан;328;MALE
2006-05-27;Валерий;329;MALE
1929-01-15;Ясмина;330;FEMALE
1955-01-06;Юрий;331;MALE
1983-08-27;Эмиль;332;MALE
2008-04-18;Иван;333;MALE
1931-01-18;Мирослава;334;FEMALE
1957-01-08;Антонина;335;FEMALE
1967-05-06;Альбина;336;FEMALE
1993-05-08;Евгения;337;FEMALE
2016-01-25;Ян;338;MALE
1942-09-15;Даниил;339;MALE
1969-05-08;Михаил;340;MALE
1995-05-27;Ариана;341;FEMALE
2018-01-27;Лиана;342;FEMALE
1944-09-18;Петр;343;MALE
1972-09-11;Одиссей;344;MALE
1997-05-01;Дмитрий;345;MALE
2020-01-17;Дарина;346;FEMALE
1946-09-20;Марьяна;347;FEMALE
1974-09-13;Виктория;348;FEMALE
1999-05-04;Анатолий;349;MALE
1923-01-20;Самира;350;FEMALE
1948-09-11;Варвара;351;FEMALE
1994-08-27;Виктор;352;MALE
2019-08-18;Антон;353;MALE
1942-04-06;Милана;354;FEMALE
1968-12-25;Дарья;355;FEMALE
1996-08-18;Юлиана;356;FEMALE
2021-08-08;Савелий;357;MALE
1945-04-09;Даниэль;358;MALE
1970-12-27;Арина;359;FEMALE
1998-08-20;Милена;360;FEMALE
1923-08-11;Владислава;361;FEMALE
1947-04-11;Владимир;362;MALE
1972-12-02;Леонид;363;MALE
2000-12-23;Платон;364;MALE
1926-08-13;Олеся;365;FEMALE
1949-04-01;Константин;366;MALE
1975-12-20;Егор;367;MALE
1985-08-01;Тамара;368;FEMALE
2010-04-20;Герман;369;MALE
1934-12-20;Демид;370;MALE
1959-12-11;Таисия;371;FEMALE
1987-08-04;Маргарита;372;FEMALE
2012-04-23;Лидия;373;FEMALE
1936-04-11;Илья;374;MALE
1961-12-01;Радмир;375;MALE
1989-08-22;Роберт;376;MALE
2015-04-13;Марина;377;FEMALE
1938-04-13;Родион;378;MALE
1964-12-04;Яромир;379;MALE
1991-08-25;Самир;380;MALE
2017-04-15;Назар;381;MALE
1940-04-16;Татьяна;382;FEMALE
1966-12-06;Давид;383;MALE
1970-09-21;Виолетта;384;FEMALE
1996-05-12;Ольга;385;FEMALE
2019-01-28;Виталий;386;MALE
1945-01-19;Тамерлан;387;MALE
1973-09-12;Павел;388;MALE
1998-05-02;Агата;389;FEMALE
2021-05-03;Эльмира;390;FEMALE
1947-01-21;Степан;391;MALE
1975-08-14;Олег;392;MALE
2000-04-05;Иван;393;MALE
1924-05-05;Мария;394;FEMALE
1949-01-24;Антонина;395;FEMALE
1977-08-17;Майя;396;FEMALE
2002-08-07;Владислав;397;MALE
1926-04-24;Нина;398;FEMALE
1951-12-26;Оксана;399;FEMALE
1962-09-24;Михаил;400;MALE
1987-05-14;Милена;401;FEMALE
2010-01-14;Лиана;402;FEMALE
1936-09-05;Петр;403;MALE
1964-09-26;Леонид;404;MALE
1989-05-17;Дмитрий;405;MALE
2013-01-05;Алёна;406;FEMALE
1938-01-23;Наталия;407;FEMALE
1966-09-16;Эльвира;408;FEMALE
1991-05-07;Анатолий;409;MALE
2015-01-07;Самира;410;FEMALE
1940-01-26;Варвара;411;FEMALE
1968-09-19;Вероника;412;FEMALE
1994-05-10;Ирина;413;FEMALE
2017-01-10;Рамиль;414;MALE
1943-01-28;Виталина;415;FEMALE
1988-12-05;Юлиана;416;FEMALE
2013-08-24;Савелий;417;MALE
1937-04-24;Даниэль;418;MALE
1962-12-14;Арина;419;FEMALE
1990-12-08;Жанна;420;FEMALE
2016-08-26;Владислава;421;FEMALE
1939-04-14;Мирослав;422;MALE
1965-12-17;Родион;423;MALE
1992-12-26;Платон;424;MALE
2018-08-01;Мадина;425;FEMALE
1941-04-17;Константин;426;MALE
1967-04-07;Егор;427;MALE
1995-12-28;Андрей;428;MALE
2020-08-19;Елисей;429;MALE
1943-04-19;Влада;430;FEMALE
1969-04-10;Евгений;431;MALE
1979-08-07;Маргарита;432;FEMALE
2005-08-10;Лидия;433;FEMALE
1928-04-26;Илья;434;MALE
1954-12-17;Вячеслав;435;MALE
1981-08-10;Юрий;436;MALE
2007-08-28;Марина;437;FEMALE
1930-04-28;Федор;438;MALE
1956-12-19;Святогор;439;MALE
1984-08-12;Самир;440;MALE
2009-08-03;Назар;441;MALE
1932-04-19;Амелия;442;FEMALE
1958-12-22;Давид;443;MALE
1986-12-03;Лев;444;MALE
2011-08-05;Влад;445;MALE
1935-04-21;Ксения;446;FEMALE
1960-12-12;Эмилия;447;FEMALE
2006-11-17;Амир;448;MALE
1931-11-19;Василий;449;MALE
1954-07-08;Элина;450;FEMALE
1980-03-26;Глеб;451;MALE
2008-11-19;Павел;452;MALE
1933-11-10;Матвей;453;MALE
1957-07-10;Эльмира;454;FEMALE
1982-03-01;Василина;455;FEMALE
2010-11-22;Анжелика;456;FEMALE
1935-11-12;Иван;457;MALE
1959-07-12;Георгий;458;MALE
1984-03-03;Антонина;459;FEMALE
2012-11-24;Софья;460;FEMALE
1938-11-15;Стефания;461;FEMALE
1961-07-03;Максим;462;MALE
1987-03-22;Макар;463;MALE
1997-12-03;Михаил;464;MALE
1922-08-22;Арсен;465;MALE
1946-04-10;Кира;466;FEMALE
1971-04-12;Алла;467;FEMALE
1999-12-21;Эвелина;468;FEMALE
1924-08-24;Дамир;469;MALE
1948-04-12;Вадим;470;MALE
1973-04-03;Ульяна;471;FEMALE
2001-12-24;Виктория;472;FEMALE
1927-07-14;Валентина;473;FEMALE
1950-08-15;Марсель;474;MALE
1976-04-05;Тимур;475;MALE
2003-11-26;Эдуард;476;MALE
1929-07-17;Ирина;477;FEMALE
1952-07-05;Семен;478;MALE
1978-03-08;Ян;479;MALE
1923-03-13;Юлиана;480;FEMALE
1949-11-03;Мелания;481;FEMALE
1972-07-03;Даниэль;482;MALE
1998-07-22;Данила;483;MALE
1925-03-15;Захар;484;MALE
1951-11-06;Владислава;485;FEMALE
1974-07-22;Игорь;486;MALE
2000-07-12;Родион;487;MALE
1928-03-05;Александр;488;MALE
1953-11-24;Артур;489;MALE
1976-07-24;Наталия;490;FEMALE
2002-07-15;Егор;491;MALE
1930-02-08;Дарья;492;FEMALE
1955-10-27;Рамиль;493;MALE
1979-10-27;Влада;494;FEMALE
2004-06-17;Амина;495;FEMALE
2014-03-15;Данил;496;MALE
1940-11-05;Валерия;497;FEMALE
1963-07-05;Илья;498;MALE
1989-03-24;Радмир;499;MALE
2017-03-17;Айдар;500;MALE
1942-11-08;Марк;501;MALE
1965-07-08;Любовь;502;FEMALE
1991-03-27;Вячеслав;503;MALE
2019-03-20;Богдан;504;MALE
1944-11-10;Назар;505;MALE
1968-07-26;Татьяна;506;FEMALE
1993-03-17;Галина;507;FEMALE
2021-03-10;Таисия;508;FEMALE
1946-11-01;Антон;509;MALE
1970-07-01;Святослав;510;MALE
1995-07-19;Елена;511;FEMALE
1963-10-17;Екатерина;512;FEMALE
1989-06-08;Злата;513;FEMALE
2012-06-24;Рустам;514;MALE
1938-02-15;Алиса;515;FEMALE
1965-10-08;Любовь;516;FEMALE
1991-06-26;Ясмина;517;FEMALE
2014-06-26;Данил;518;MALE
1940-02-17;Всеволод;519;MALE
1967-10-10;Святослав;520;MALE
1993-06-01;Галина;521;FEMALE
2016-06-01;Карина;522;FEMALE
1942-02-19;Руслан;523;MALE
1970-10-13;Денис;524;MALE
1995-10-03;Демид;525;MALE
2019-06-19;Ника;526;FEMALE
1944-02-10;Нелли;527;FEMALE
1954-11-19;Элина;528;FEMALE
1980-07-10;Василина;529;FEMALE
2003-03-26;Даниил;530;MALE
1929-03-01;Алексей;531;MALE
1956-11-22;Ростислав;532;MALE
1982-07-12;Дарина;533;FEMALE
2005-03-01;Виолетта;534;FEMALE
1931-03-19;Никита;535;MALE
1959-11-12;Максим;536;MALE
1984-07-03;Ильдар;537;MALE
2008-03-03;Кристина;538;FEMALE
1933-03-22;Инна;539;FEMALE
1961-11-15;Нина;540;FEMALE
1986-06-05;Макар;541;MALE
2010-03-05;Софья;542;FEMALE
1935-03-24;Елизавета;543;FEMALE
1981-02-01;Николай;544;MALE
2006-10-19;Петр;545;MALE
1930-06-20;Дарья;546;FEMALE
1955-02-10;Надежда;547;FEMALE
1983-02-03;Алёна;548;FEMALE
2008-10-22;Владимир;549;MALE
1932-06-10;Михаил;550;MALE
1957-02-01;Ариана;551;FEMALE
1985-02-22;Самира;552;FEMALE
2011-10-12;Варвара;553;FEMALE
1934-06-13;Леонид;554;MALE
1960-06-03;Мирон;555;MALE
1987-02-24;Семен;556;MALE
2013-10-15;Виталина;557;FEMALE
1936-06-15;Арсений;558;MALE
1962-06-06;Анатолий;559;MALE
1972-10-03;Регина;560;FEMALE
1997-10-22;Кирилл;561;MALE
2021-06-22;Таисия;562;FEMALE
1946-02-12;Тамара;563;FEMALE
1974-10-05;Амалия;564;FEMALE
2000-10-24;Лариса;565;FEMALE
1923-06-24;Филипп;566;MALE
1949-02-15;Ева;567;FEMALE
1976-02-08;Светлана;568;FEMALE
2002-10-27;Наталья;569;FEMALE
1925-06-15;Яромир;570;MALE
1951-02-05;Роберт;571;MALE
1978-02-26;Савва;572;MALE
2004-10-17;Милана;573;FEMALE
1927-06-17;Людмила;574;FEMALE
1953-02-08;Тихон;575;MALE
1998-01-13;Илья;576;MALE
1924-01-15;Снежана;577;FEMALE
1947-09-03;Олег;578;MALE
1973-05-22;Марат;579;MALE
2000-01-15;Федор;580;MALE
1926-01-06;Вячеслав;581;MALE
1949-09-06;Маргарита;582;FEMALE
1975-05-24;Владислав;583;MALE
2003-01-17;Матвей;584;MALE
1928-01-08;Давид;585;MALE
1952-09-24;Зарина;586;FEMALE
1977-05-27;София;587;FEMALE
2005-05-08;Амелия;588;FEMALE
1930-01-11;Сергей;589;MALE
1954-09-27;Богдан;590;MALE
1979-05-17;Нелли;591;FEMALE
1989-01-27;Виталий;592;MALE
2015-09-17;Глеб;593;MALE
1938-05-05;Эльвира;594;FEMALE
1964-05-08;Алексей;595;MALE
1992-01-17;Ростислав;596;MALE
2017-09-20;Тамерлан;597;MALE
1941-09-08;Виолетта;598;FEMALE
1966-05-27;Лилия;599;FEMALE
1994-01-20;Мирослава;600;FEMALE
2019-09-10;Ильдар;601;MALE
1943-09-10;Павел;602;MALE
1968-05-01;Ольга;603;FEMALE
1996-01-22;Мария;604;FEMALE
1922-09-13;Оксана;605;FEMALE
1945-09-01;Эмиль;606;MALE
1971-05-03;Иван;607;MALE
2016-04-08;Яна;608;FEMALE
1941-12-27;Даниил;609;MALE
1965-09-15;Андрей;610;MALE
1990-08-18;Мадина;611;FEMALE
2018-04-11;Лиана;612;FEMALE
1944-12-01;Ульяна;613;FEMALE
1967-08-18;Станислав;614;MALE
1993-08-08;Арсен;615;MALE
2020-04-01;Вадим;616;MALE
1946-12-20;Марьяна;617;FEMALE
1969-12-20;Михаил;618;MALE
1995-08-11;Мирон;619;MALE
1922-04-04;Семен;620;MALE
1948-12-22;Тимур;621;MALE
1971-12-22;Виктория;622;FEMALE
1997-08-13;Дмитрий;623;MALE
2007-05-10;Стефания;624;FEMALE
1933-01-01;Камилла;625;FEMALE
1956-09-01;Лев;626;MALE
1982-05-20;Ярослав;627;MALE
2009-05-13;Игорь;628;MALE
1935-01-03;Лариса;629;FEMALE
1958-09-20;Филипп;630;MALE
1984-05-22;Влад;631;MALE
2011-05-03;Мирослав;632;MALE
1937-01-06;Егор;633;MALE
1960-09-22;Есения;634;FEMALE
1986-05-13;Роберт;635;MALE
2014-05-06;Савва;636;MALE
1939-01-24;Борис;637;MALE
1963-09-25;Анастасия;638;FEMALE
1988-09-15;Олеся;639;FEMALE
1993-05-02;Федор;640;MALE
2018-01-21;Святогор;641;MALE
1942-09-21;Ангелина;642;FEMALE
1967-05-12;Амир;643;MALE
1995-05-05;Матвей;644;MALE
2020-01-23;Георгий;645;MALE
1944-09-12;Зарина;646;FEMALE
1969-05-02;София;647;FEMALE
1997-05-23;Ксения;648;FEMALE
1923-01-14;Сергей;649;MALE
1946-09-14;Ильдар;650;MALE
1972-09-05;Анжелика;651;FEMALE
1999-05-26;Стефания;652;FEMALE
1925-01-16;Екатерина;653;FEMALE
1948-09-16;Лев;654;MALE
1974-09-07;Ярослав;655;MALE
1984-01-04;Ростислав;656;MALE
2009-01-23;Степан;657;MALE
1933-09-23;Алла;658;FEMALE
1958-05-14;Альбина;659;FEMALE
1986-01-07;Вера;660;FEMALE
2012-01-26;Марсель;661;MALE
1935-09-14;Павел;662;MALE
1961-05-16;Инна;663;FEMALE
1988-01-25;Нина;664;FEMALE
2014-01-28;Оксана;665;FEMALE
1937-09-16;Артемий;666;MALE
1963-05-07;Арсений;667;MALE
1991-05-28;Артём;668;MALE
2016-01-18;Каролина;669;FEMALE
1939-09-19;Рустам;670;MALE
1965-05-09;Марат;671;MALE
2010-04-14;Лиана;672;FEMALE
1936-04-05;Ульяна;673;FEMALE
1959-12-05;Данила;674;MALE
1985-08-23;Филипп;675;MALE
2012-04-16;Адель;676;MALE
1938-04-07;Наталия;677;FEMALE
1961-12-07;Леонид;678;MALE
1987-08-26;Мирон;679;MALE
2015-04-19;Семен;680;MALE
1940-04-10;Ян;681;MALE
1964-12-26;Наталья;682;FEMALE
1989-08-16;Александр;683;MALE
2017-04-09;Рамиль;684;MALE
1942-04-28;Николай;685;MALE
1966-12-28;Эльвира;686;FEMALE
1991-08-19;Алина;687;FEMALE
2002-05-28;Игорь;688;MALE
1927-01-19;Лариса;689;FEMALE
1950-09-07;Радмир;690;MALE
1976-09-26;Данил;691;MALE
2004-05-19;Марк;692;MALE
1929-01-09;Роман;693;MALE
1953-09-09;Есения;694;FEMALE
1978-09-28;Роберт;695;MALE
2006-05-21;Савва;696;MALE
1931-01-12;Борис;697;MALE
1955-01-12;Галина;698;FEMALE
1980-09-02;Василиса;699;FEMALE
2008-04-24;Яна;700;FEMALE
1934-12-14;Даниэль;701;MALE
1957-12-02;Андрей;702;MALE
1983-08-21;Надежда;703;FEMALE
1928-08-10;Федор;704;MALE
1953-04-28;Вячеслав;705;MALE
1977-12-17;Майя;706;FEMALE
2002-12-19;Алиса;707;FEMALE
1930-08-28;Юлия;708;FEMALE
1956-04-03;Ясмина;709;FEMALE
1979-12-19;Айдар;710;MALE
2005-12-10;Лидия;711;FEMALE
1932-08-03;Амелия;712;FEMALE
1958-04-21;Елена;713;FEMALE
1981-12-21;Юрий;714;MALE
2007-12-12;Эмиль;715;MALE
1934-07-05;Денис;716;MALE
1960-03-24;Эмилия;717;FEMALE
1983-04-12;Ника;718;FEMALE
2009-12-15;Ярослав;719;MALE
2019-08-12;Эльмира;720;FEMALE
1945-04-03;Тамерлан;721;MALE
1968-12-03;Даниил;722;MALE
1994-08-21;Альбина;723;FEMALE
2021-08-14;Вера;724;FEMALE
1947-04-05;Дарина;725;FEMALE
1970-12-21;Павел;726;MALE
1996-08-12;Никита;727;MALE
1923-08-05;Максим;728;MALE
1949-04-07;Оксана;729;FEMALE
1972-12-24;Артемий;730;MALE
1998-08-14;Одиссей;731;MALE
1926-08-07;Григорий;732;MALE
1951-04-26;Ринат;733;MALE
1975-12-26;Софья;734;FEMALE
2000-12-17;Марат;735;MALE
1945-07-21;Альберт;736;MALE
1971-07-12;Алла;737;FEMALE
1994-03-12;Камилла;738;FEMALE
2020-11-03;Виктор;739;MALE
1948-11-24;Вадим;740;MALE
1973-07-15;Гордей;741;MALE
